"tconstruct:fancy_frame:0","平滑展示框"
"tconstruct:large_plate:0","木 大板"
"tconstruct:knife_blade:0","龙骨 刀刃"
"tconstruct:knife_blade:0","沙漠蚁甲 刀刃"
"tconstruct:knife_blade:0","丛林蚁甲 刀刃"
"tconstruct:knife_blade:0","龙炎钢 刀刃"
"tconstruct:knife_blade:0","龙霜钢 刀刃"
"tconstruct:knife_blade:0","钢叶 刀刃"
"tconstruct:knife_blade:0","炽铁 刀刃"
"tconstruct:knife_blade:0","骑士金属 刀刃"
"tconstruct:knife_blade:0","圆石 刀刃"
"tconstruct:knife_blade:0","燧石 刀刃"
"tconstruct:knife_blade:0","仙人掌 刀刃"
"tconstruct:knife_blade:0","骨头 刀刃"
"tconstruct:knife_blade:0","黑曜石 刀刃"
"tconstruct:knife_blade:0","海晶石 刀刃"
"tconstruct:knife_blade:0","末地石 刀刃"
"tconstruct:knife_blade:0","纸 刀刃"
"tconstruct:knife_blade:0","海绵 刀刃"
"tconstruct:knife_blade:0","烈焰木 刀刃"
"tconstruct:knife_blade:0","铁 刀刃"
"tconstruct:knife_blade:0","生铁 刀刃"
"tconstruct:knife_blade:0","骑士史莱姆 刀刃"
"tconstruct:knife_blade:0","史莱姆 刀刃"
"tconstruct:knife_blade:0","史莱姆 刀刃"
"tconstruct:knife_blade:0","熔岩史莱姆 刀刃"
"tconstruct:knife_blade:0","地狱岩 刀刃"
"tconstruct:knife_blade:0","钴 刀刃"
"tconstruct:knife_blade:0","阿迪特 刀刃"
"tconstruct:knife_blade:0","玛玉灵 刀刃"
"tconstruct:knife_blade:0","铜 刀刃"
"tconstruct:knife_blade:0","青铜 刀刃"
"tconstruct:knife_blade:0","铅 刀刃"
"tconstruct:knife_blade:0","银 刀刃"
"tconstruct:knife_blade:0","琥珀金 刀刃"
"tconstruct:knife_blade:0","钢 刀刃"
"tconstruct:knife_blade:0","泰伯利亚 刀刃"
"tconstruct:knife_blade:0","奥罗拉 刀刃"
"tconstruct:knife_blade:0","钷 刀刃"
"tconstruct:knife_blade:0","杜兰特 刀刃"
"tconstruct:knife_blade:0","瓦雷利亚 刀刃"
"tconstruct:knife_blade:0","振金 刀刃"
"tconstruct:knife_blade:0","地母 刀刃"
"tconstruct:knife_blade:0","钯 刀刃"
"tconstruct:knife_blade:0","乌鲁 刀刃"
"tconstruct:knife_blade:0","零素 刀刃"
"tconstruct:knife_blade:0","玄武岩 刀刃"
"tconstruct:knife_blade:0","泰伯利安 刀刃"
"tconstruct:knife_blade:0","碎金 刀刃"
"tconstruct:knife_blade:0","瑟蓝 刀刃"
"tconstruct:knife_blade:0","普罗克希 刀刃"
"tconstruct:knife_blade:0","漩金 刀刃"
"tconstruct:knife_blade:0","焰晶 刀刃"
"tconstruct:knife_blade:0","帝金 刀刃"
"tconstruct:knife_blade:0","阳光合金 刀刃"
"tconstruct:knife_blade:0","异界金属 刀刃"
"tconstruct:knife_blade:0","精金 刀刃"
"tconstruct:knife_blade:0","狄奥尼 刀刃"
"tconstruct:knife_blade:0","辐光合金 刀刃"
"tconstruct:knife_blade:0","流明 刀刃"
"tconstruct:knife_blade:0","赛姆 刀刃"
"tconstruct:knife_blade:0","阿斯特里姆 刀刃"
"tconstruct:knife_blade:0","铌 刀刃"
"tconstruct:knife_blade:0","原金 刀刃"
"tconstruct:knife_blade:0","陨铁 刀刃"
"tconstruct:knife_blade:0","黑陨铁 刀刃"
"tconstruct:knife_blade:0","蓝宝石 刀刃"
"tconstruct:knife_blade:0","紫水晶 刀刃"
"tconstruct:knife_blade:0","黄玉 刀刃"
"tconstruct:knife_blade:0","坦桑石 刀刃"
"tconstruct:knife_blade:0","孔雀石 刀刃"
"tconstruct:knife_blade:0","殷钢 刀刃"
"tconstruct:knife_blade:0","耐酸铝 刀刃"
"tconstruct:knife_blade:0","铱 刀刃"
"tconstruct:knife_blade:0","红宝石 刀刃"
"tconstruct:knife_blade:0","橄榄石 刀刃"
"tconstruct:knife_blade:0","琥珀 刀刃"
"tconstruct:knife_blade:0","镍 刀刃"
"tconstruct:knife_blade:0","魔法木质刀刃"
"tconstruct:knife_blade:0","恶魔灌注刀刃"
"tconstruct:knife_blade:0","附魔刀刃"
"tconstruct:knife_blade:0","恶魔刀刃"
"tconstruct:knife_blade:0","深渊锭 刀刃"
"tconstruct:knife_blade:0","精制珊瑚锭 刀刃"
"tconstruct:knife_blade:0","恐惧金属 刀刃"
"tconstruct:knife_blade:0","防腐木 刀刃"
"tconstruct:knife_blade:0","康铜 刀刃"
"tconstruct:knife_blade:0","绿宝石 刀刃"
"tconstruct:knife_blade:0","木 刀刃"
"tconstruct:bow_limb:0","龙骨 弓臂"
"tconstruct:bow_limb:0","沙漠蚁甲 弓臂"
"tconstruct:bow_limb:0","丛林蚁甲 弓臂"
"tconstruct:bow_limb:0","龙炎钢 弓臂"
"tconstruct:bow_limb:0","龙霜钢 弓臂"
"tconstruct:bow_limb:0","娜迦鳞片 弓臂"
"tconstruct:bow_limb:0","钢叶 弓臂"
"tconstruct:bow_limb:0","炽铁 弓臂"
"tconstruct:bow_limb:0","圆石 弓臂"
"tconstruct:bow_limb:0","燧石 弓臂"
"tconstruct:bow_limb:0","仙人掌 弓臂"
"tconstruct:bow_limb:0","骨头 弓臂"
"tconstruct:bow_limb:0","黑曜石 弓臂"
"tconstruct:bow_limb:0","海晶石 弓臂"
"tconstruct:bow_limb:0","末地石 弓臂"
"tconstruct:bow_limb:0","纸 弓臂"
"tconstruct:bow_limb:0","海绵 弓臂"
"tconstruct:bow_limb:0","烈焰木 弓臂"
"tconstruct:bow_limb:0","铁 弓臂"
"tconstruct:bow_limb:0","生铁 弓臂"
"tconstruct:bow_limb:0","骑士史莱姆 弓臂"
"tconstruct:bow_limb:0","史莱姆 弓臂"
"tconstruct:bow_limb:0","史莱姆 弓臂"
"tconstruct:bow_limb:0","熔岩史莱姆 弓臂"
"tconstruct:bow_limb:0","地狱岩 弓臂"
"tconstruct:bow_limb:0","钴 弓臂"
"tconstruct:bow_limb:0","阿迪特 弓臂"
"tconstruct:bow_limb:0","玛玉灵 弓臂"
"tconstruct:bow_limb:0","铜 弓臂"
"tconstruct:bow_limb:0","青铜 弓臂"
"tconstruct:bow_limb:0","铅 弓臂"
"tconstruct:bow_limb:0","银 弓臂"
"tconstruct:bow_limb:0","琥珀金 弓臂"
"tconstruct:bow_limb:0","钢 弓臂"
"tconstruct:bow_limb:0","泰伯利亚 弓臂"
"tconstruct:bow_limb:0","奥罗拉 弓臂"
"tconstruct:bow_limb:0","钷 弓臂"
"tconstruct:bow_limb:0","杜兰特 弓臂"
"tconstruct:bow_limb:0","瓦雷利亚 弓臂"
"tconstruct:bow_limb:0","振金 弓臂"
"tconstruct:bow_limb:0","地母 弓臂"
"tconstruct:bow_limb:0","钯 弓臂"
"tconstruct:bow_limb:0","乌鲁 弓臂"
"tconstruct:bow_limb:0","零素 弓臂"
"tconstruct:bow_limb:0","玄武岩 弓臂"
"tconstruct:bow_limb:0","泰伯利安 弓臂"
"tconstruct:bow_limb:0","碎金 弓臂"
"tconstruct:bow_limb:0","瑟蓝 弓臂"
"tconstruct:bow_limb:0","普罗克希 弓臂"
"tconstruct:bow_limb:0","漩金 弓臂"
"tconstruct:bow_limb:0","焰晶 弓臂"
"tconstruct:bow_limb:0","帝金 弓臂"
"tconstruct:bow_limb:0","阳光合金 弓臂"
"tconstruct:bow_limb:0","异界金属 弓臂"
"tconstruct:bow_limb:0","精金 弓臂"
"tconstruct:bow_limb:0","狄奥尼 弓臂"
"tconstruct:bow_limb:0","辐光合金 弓臂"
"tconstruct:bow_limb:0","流明 弓臂"
"tconstruct:bow_limb:0","赛姆 弓臂"
"tconstruct:bow_limb:0","阿斯特里姆 弓臂"
"tconstruct:bow_limb:0","铌 弓臂"
"tconstruct:bow_limb:0","原金 弓臂"
"tconstruct:bow_limb:0","陨铁 弓臂"
"tconstruct:bow_limb:0","黑陨铁 弓臂"
"tconstruct:bow_limb:0","蓝宝石 弓臂"
"tconstruct:bow_limb:0","紫水晶 弓臂"
"tconstruct:bow_limb:0","黄玉 弓臂"
"tconstruct:bow_limb:0","坦桑石 弓臂"
"tconstruct:bow_limb:0","孔雀石 弓臂"
"tconstruct:bow_limb:0","殷钢 弓臂"
"tconstruct:bow_limb:0","耐酸铝 弓臂"
"tconstruct:bow_limb:0","铱 弓臂"
"tconstruct:bow_limb:0","红宝石 弓臂"
"tconstruct:bow_limb:0","橄榄石 弓臂"
"tconstruct:bow_limb:0","琥珀 弓臂"
"tconstruct:bow_limb:0","镍 弓臂"
"tconstruct:bow_limb:0","魔法木质弓臂"
"tconstruct:bow_limb:0","恶魔弓臂"
"tconstruct:bow_limb:0","深渊锭 弓臂"
"tconstruct:bow_limb:0","精制珊瑚锭 弓臂"
"tconstruct:bow_limb:0","恐惧金属 弓臂"
"tconstruct:bow_limb:0","防腐木 弓臂"
"tconstruct:bow_limb:0","康铜 弓臂"
"tconstruct:bow_limb:0","绿宝石 弓臂"
"tconstruct:bow_limb:0","木 弓臂"
"tconstruct:bow_string:0","线 弓弦"
"tconstruct:bow_string:0","史莱姆藤蔓 弓弦"
"tconstruct:bow_string:0","史莱姆藤蔓 弓弦"
"tconstruct:bow_string:0","藤蔓 弓弦"
"tconstruct:bow_string:0","大麻纤维 弓弦"
"tconstruct:arrow_head:0","龙骨 箭头"
"tconstruct:arrow_head:0","沙漠蚁甲 箭头"
"tconstruct:arrow_head:0","丛林蚁甲 箭头"
"tconstruct:arrow_head:0","龙炎钢 箭头"
"tconstruct:arrow_head:0","龙霜钢 箭头"
"tconstruct:arrow_head:0","娜迦鳞片 箭头"
"tconstruct:arrow_head:0","钢叶 箭头"
"tconstruct:arrow_head:0","炽铁 箭头"
"tconstruct:arrow_head:0","骑士金属 箭头"
"tconstruct:arrow_head:0","圆石 箭头"
"tconstruct:arrow_head:0","燧石 箭头"
"tconstruct:arrow_head:0","仙人掌 箭头"
"tconstruct:arrow_head:0","骨头 箭头"
"tconstruct:arrow_head:0","黑曜石 箭头"
"tconstruct:arrow_head:0","海晶石 箭头"
"tconstruct:arrow_head:0","末地石 箭头"
"tconstruct:arrow_head:0","纸 箭头"
"tconstruct:arrow_head:0","海绵 箭头"
"tconstruct:arrow_head:0","烈焰木 箭头"
"tconstruct:arrow_head:0","铁 箭头"
"tconstruct:arrow_head:0","生铁 箭头"
"tconstruct:arrow_head:0","骑士史莱姆 箭头"
"tconstruct:arrow_head:0","史莱姆 箭头"
"tconstruct:arrow_head:0","史莱姆 箭头"
"tconstruct:arrow_head:0","熔岩史莱姆 箭头"
"tconstruct:arrow_head:0","地狱岩 箭头"
"tconstruct:arrow_head:0","钴 箭头"
"tconstruct:arrow_head:0","阿迪特 箭头"
"tconstruct:arrow_head:0","玛玉灵 箭头"
"tconstruct:arrow_head:0","铜 箭头"
"tconstruct:arrow_head:0","青铜 箭头"
"tconstruct:arrow_head:0","铅 箭头"
"tconstruct:arrow_head:0","银 箭头"
"tconstruct:arrow_head:0","琥珀金 箭头"
"tconstruct:arrow_head:0","钢 箭头"
"tconstruct:arrow_head:0","泰伯利亚 箭头"
"tconstruct:arrow_head:0","奥罗拉 箭头"
"tconstruct:arrow_head:0","钷 箭头"
"tconstruct:arrow_head:0","杜兰特 箭头"
"tconstruct:arrow_head:0","瓦雷利亚 箭头"
"tconstruct:arrow_head:0","振金 箭头"
"tconstruct:arrow_head:0","地母 箭头"
"tconstruct:arrow_head:0","钯 箭头"
"tconstruct:arrow_head:0","乌鲁 箭头"
"tconstruct:arrow_head:0","零素 箭头"
"tconstruct:arrow_head:0","玄武岩 箭头"
"tconstruct:arrow_head:0","泰伯利安 箭头"
"tconstruct:arrow_head:0","碎金 箭头"
"tconstruct:arrow_head:0","瑟蓝 箭头"
"tconstruct:arrow_head:0","普罗克希 箭头"
"tconstruct:arrow_head:0","漩金 箭头"
"tconstruct:arrow_head:0","焰晶 箭头"
"tconstruct:arrow_head:0","帝金 箭头"
"tconstruct:arrow_head:0","阳光合金 箭头"
"tconstruct:arrow_head:0","异界金属 箭头"
"tconstruct:arrow_head:0","精金 箭头"
"tconstruct:arrow_head:0","狄奥尼 箭头"
"tconstruct:arrow_head:0","辐光合金 箭头"
"tconstruct:arrow_head:0","流明 箭头"
"tconstruct:arrow_head:0","赛姆 箭头"
"tconstruct:arrow_head:0","阿斯特里姆 箭头"
"tconstruct:arrow_head:0","铌 箭头"
"tconstruct:arrow_head:0","原金 箭头"
"tconstruct:arrow_head:0","陨铁 箭头"
"tconstruct:arrow_head:0","黑陨铁 箭头"
"tconstruct:arrow_head:0","蓝宝石 箭头"
"tconstruct:arrow_head:0","紫水晶 箭头"
"tconstruct:arrow_head:0","黄玉 箭头"
"tconstruct:arrow_head:0","坦桑石 箭头"
"tconstruct:arrow_head:0","孔雀石 箭头"
"tconstruct:arrow_head:0","殷钢 箭头"
"tconstruct:arrow_head:0","耐酸铝 箭头"
"tconstruct:arrow_head:0","铱 箭头"
"tconstruct:arrow_head:0","红宝石 箭头"
"tconstruct:arrow_head:0","橄榄石 箭头"
"tconstruct:arrow_head:0","琥珀 箭头"
"tconstruct:arrow_head:0","镍 箭头"
"tconstruct:arrow_head:0","魔法木质箭头"
"tconstruct:arrow_head:0","恶魔灌注箭头"
"tconstruct:arrow_head:0","附魔箭头"
"tconstruct:arrow_head:0","恶魔箭头"
"tconstruct:arrow_head:0","深渊锭 箭头"
"tconstruct:arrow_head:0","精制珊瑚锭 箭头"
"tconstruct:arrow_head:0","恐惧金属 箭头"
"tconstruct:arrow_head:0","防腐木 箭头"
"tconstruct:arrow_head:0","康铜 箭头"
"tconstruct:arrow_head:0","绿宝石 箭头"
"tconstruct:arrow_head:0","木 箭头"
"tconstruct:arrow_shaft:0","龙骨 箭杆"
"tconstruct:arrow_shaft:0","娜迦鳞片 箭杆"
"tconstruct:arrow_shaft:0","钢叶 箭杆"
"tconstruct:arrow_shaft:0","炽铁 箭杆"
"tconstruct:arrow_shaft:0","骨头 箭杆"
"tconstruct:arrow_shaft:0","烈焰棒 箭杆"
"tconstruct:arrow_shaft:0","甘蔗 箭杆"
"tconstruct:arrow_shaft:0","冰 箭杆"
"tconstruct:arrow_shaft:0","末地烛 箭杆"
"tconstruct:arrow_shaft:0","TNT 箭杆"
"tconstruct:arrow_shaft:0","琥珀 箭杆"
"tconstruct:arrow_shaft:0","防腐木 箭杆"
"tconstruct:arrow_shaft:0","木 箭杆"
"tconstruct:fletching:0","青铜鹗羽 箭羽"
"tconstruct:fletching:0","翼蚺翎羽 箭羽"
"tconstruct:fletching:0","钢叶 箭羽"
"tconstruct:fletching:0","暗鸦之羽 箭羽"
"tconstruct:fletching:0","羽毛 箭羽"
"tconstruct:fletching:0","史莱姆树叶 箭羽"
"tconstruct:fletching:0","史莱姆树叶 箭羽"
"tconstruct:fletching:0","史莱姆树叶 箭羽"
"tconstruct:fletching:0","树叶 箭羽"
"tconstruct:fletching:0","殷钢 箭羽"
"tconstruct:fletching:0","镍 箭羽"
"tconstruct:bolt_core:0","龙骨-铁 弩箭核心"
"tconstruct:bolt_core:0","娜迦鳞片-铁 弩箭核心"
"tconstruct:bolt_core:0","钢叶-铁 弩箭核心"
"tconstruct:bolt_core:0","炽铁-铁 弩箭核心"
"tconstruct:bolt_core:0","骨头-铁 弩箭核心"
"tconstruct:bolt_core:0","烈焰棒-铁 弩箭核心"
"tconstruct:bolt_core:0","甘蔗-铁 弩箭核心"
"tconstruct:bolt_core:0","冰-铁 弩箭核心"
"tconstruct:bolt_core:0","末地烛-铁 弩箭核心"
"tconstruct:bolt_core:0","TNT-铁 弩箭核心"
"tconstruct:bolt_core:0","琥珀-铁 弩箭核心"
"tconstruct:bolt_core:0","防腐木-铁 弩箭核心"
"tconstruct:bolt_core:0","木-铁 弩箭核心"
"tconstruct:tooltables:0","合成站"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:1","模具加工台"
"tconstruct:tooltables:4","模具箱"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:2","部件加工台"
"tconstruct:tooltables:5","部件箱"
"tconstruct:tooltables:3","工具装配台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:toolforge:0","工具锻造台"
"tconstruct:pickaxe:0","龙骨 镐"
"tconstruct:pickaxe:0","沙漠蚁甲 镐"
"tconstruct:pickaxe:0","丛林蚁甲 镐"
"tconstruct:pickaxe:0","龙炎钢 镐"
"tconstruct:pickaxe:0","龙霜钢 镐"
"tconstruct:pickaxe:0","钢叶 镐"
"tconstruct:pickaxe:0","炽铁 镐"
"tconstruct:pickaxe:0","骑士金属 镐"
"tconstruct:pickaxe:0","圆石 镐"
"tconstruct:pickaxe:0","燧石 镐"
"tconstruct:pickaxe:0","仙人掌 镐"
"tconstruct:pickaxe:0","骨头 镐"
"tconstruct:pickaxe:0","黑曜石 镐"
"tconstruct:pickaxe:0","海晶石 镐"
"tconstruct:pickaxe:0","末地石 镐"
"tconstruct:pickaxe:0","纸 镐"
"tconstruct:pickaxe:0","海绵 镐"
"tconstruct:pickaxe:0","烈焰木 镐"
"tconstruct:pickaxe:0","铁 镐"
"tconstruct:pickaxe:0","生铁 镐"
"tconstruct:pickaxe:0","骑士史莱姆 镐"
"tconstruct:pickaxe:0","史莱姆 镐"
"tconstruct:pickaxe:0","史莱姆 镐"
"tconstruct:pickaxe:0","熔岩史莱姆 镐"
"tconstruct:pickaxe:0","地狱岩 镐"
"tconstruct:pickaxe:0","钴 镐"
"tconstruct:pickaxe:0","阿迪特 镐"
"tconstruct:pickaxe:0","玛玉灵 镐"
"tconstruct:pickaxe:0","铜 镐"
"tconstruct:pickaxe:0","青铜 镐"
"tconstruct:pickaxe:0","铅 镐"
"tconstruct:pickaxe:0","银 镐"
"tconstruct:pickaxe:0","琥珀金 镐"
"tconstruct:pickaxe:0","钢 镐"
"tconstruct:pickaxe:0","泰伯利亚 镐"
"tconstruct:pickaxe:0","奥罗拉 镐"
"tconstruct:pickaxe:0","钷 镐"
"tconstruct:pickaxe:0","杜兰特 镐"
"tconstruct:pickaxe:0","瓦雷利亚 镐"
"tconstruct:pickaxe:0","振金 镐"
"tconstruct:pickaxe:0","地母 镐"
"tconstruct:pickaxe:0","钯 镐"
"tconstruct:pickaxe:0","乌鲁 镐"
"tconstruct:pickaxe:0","零素 镐"
"tconstruct:pickaxe:0","玄武岩 镐"
"tconstruct:pickaxe:0","泰伯利安 镐"
"tconstruct:pickaxe:0","碎金 镐"
"tconstruct:pickaxe:0","瑟蓝 镐"
"tconstruct:pickaxe:0","普罗克希 镐"
"tconstruct:pickaxe:0","漩金 镐"
"tconstruct:pickaxe:0","焰晶 镐"
"tconstruct:pickaxe:0","帝金 镐"
"tconstruct:pickaxe:0","阳光合金 镐"
"tconstruct:pickaxe:0","异界金属 镐"
"tconstruct:pickaxe:0","精金 镐"
"tconstruct:pickaxe:0","狄奥尼 镐"
"tconstruct:pickaxe:0","辐光合金 镐"
"tconstruct:pickaxe:0","流明 镐"
"tconstruct:pickaxe:0","赛姆 镐"
"tconstruct:pickaxe:0","阿斯特里姆 镐"
"tconstruct:pickaxe:0","铌 镐"
"tconstruct:pickaxe:0","原金 镐"
"tconstruct:pickaxe:0","陨铁 镐"
"tconstruct:pickaxe:0","黑陨铁 镐"
"tconstruct:pickaxe:0","蓝宝石 镐"
"tconstruct:pickaxe:0","紫水晶 镐"
"tconstruct:pickaxe:0","黄玉 镐"
"tconstruct:pickaxe:0","坦桑石 镐"
"tconstruct:pickaxe:0","孔雀石 镐"
"tconstruct:pickaxe:0","殷钢 镐"
"tconstruct:pickaxe:0","耐酸铝 镐"
"tconstruct:pickaxe:0","铱 镐"
"tconstruct:pickaxe:0","红宝石 镐"
"tconstruct:pickaxe:0","橄榄石 镐"
"tconstruct:pickaxe:0","琥珀 镐"
"tconstruct:pickaxe:0","镍 镐"
"tconstruct:pickaxe:0","魔法木质镐"
"tconstruct:pickaxe:0","恶魔灌注镐"
"tconstruct:pickaxe:0","附魔镐"
"tconstruct:pickaxe:0","恶魔镐"
"tconstruct:pickaxe:0","深渊锭 镐"
"tconstruct:pickaxe:0","精制珊瑚锭 镐"
"tconstruct:pickaxe:0","恐惧金属 镐"
"tconstruct:pickaxe:0","防腐木 镐"
"tconstruct:pickaxe:0","康铜 镐"
"tconstruct:pickaxe:0","绿宝石 镐"
"tconstruct:pickaxe:0","木 镐"
"tconstruct:pickaxe:0","InfiHarvester"
"tconstruct:shovel:0","龙骨 铲"
"tconstruct:shovel:0","沙漠蚁甲 铲"
"tconstruct:shovel:0","丛林蚁甲 铲"
"tconstruct:shovel:0","龙炎钢 铲"
"tconstruct:shovel:0","龙霜钢 铲"
"tconstruct:shovel:0","钢叶 铲"
"tconstruct:shovel:0","炽铁 铲"
"tconstruct:shovel:0","骑士金属 铲"
"tconstruct:shovel:0","圆石 铲"
"tconstruct:shovel:0","燧石 铲"
"tconstruct:shovel:0","仙人掌 铲"
"tconstruct:shovel:0","骨头 铲"
"tconstruct:shovel:0","黑曜石 铲"
"tconstruct:shovel:0","海晶石 铲"
"tconstruct:shovel:0","末地石 铲"
"tconstruct:shovel:0","纸 铲"
"tconstruct:shovel:0","海绵 铲"
"tconstruct:shovel:0","烈焰木 铲"
"tconstruct:shovel:0","铁 铲"
"tconstruct:shovel:0","生铁 铲"
"tconstruct:shovel:0","骑士史莱姆 铲"
"tconstruct:shovel:0","史莱姆 铲"
"tconstruct:shovel:0","史莱姆 铲"
"tconstruct:shovel:0","熔岩史莱姆 铲"
"tconstruct:shovel:0","地狱岩 铲"
"tconstruct:shovel:0","钴 铲"
"tconstruct:shovel:0","阿迪特 铲"
"tconstruct:shovel:0","玛玉灵 铲"
"tconstruct:shovel:0","铜 铲"
"tconstruct:shovel:0","青铜 铲"
"tconstruct:shovel:0","铅 铲"
"tconstruct:shovel:0","银 铲"
"tconstruct:shovel:0","琥珀金 铲"
"tconstruct:shovel:0","钢 铲"
"tconstruct:shovel:0","泰伯利亚 铲"
"tconstruct:shovel:0","奥罗拉 铲"
"tconstruct:shovel:0","钷 铲"
"tconstruct:shovel:0","杜兰特 铲"
"tconstruct:shovel:0","瓦雷利亚 铲"
"tconstruct:shovel:0","振金 铲"
"tconstruct:shovel:0","地母 铲"
"tconstruct:shovel:0","钯 铲"
"tconstruct:shovel:0","乌鲁 铲"
"tconstruct:shovel:0","零素 铲"
"tconstruct:shovel:0","玄武岩 铲"
"tconstruct:shovel:0","泰伯利安 铲"
"tconstruct:shovel:0","碎金 铲"
"tconstruct:shovel:0","瑟蓝 铲"
"tconstruct:shovel:0","普罗克希 铲"
"tconstruct:shovel:0","漩金 铲"
"tconstruct:shovel:0","焰晶 铲"
"tconstruct:shovel:0","帝金 铲"
"tconstruct:shovel:0","阳光合金 铲"
"tconstruct:shovel:0","异界金属 铲"
"tconstruct:shovel:0","精金 铲"
"tconstruct:shovel:0","狄奥尼 铲"
"tconstruct:shovel:0","辐光合金 铲"
"tconstruct:shovel:0","流明 铲"
"tconstruct:shovel:0","赛姆 铲"
"tconstruct:shovel:0","阿斯特里姆 铲"
"tconstruct:shovel:0","铌 铲"
"tconstruct:shovel:0","原金 铲"
"tconstruct:shovel:0","陨铁 铲"
"tconstruct:shovel:0","黑陨铁 铲"
"tconstruct:shovel:0","蓝宝石 铲"
"tconstruct:shovel:0","紫水晶 铲"
"tconstruct:shovel:0","黄玉 铲"
"tconstruct:shovel:0","坦桑石 铲"
"tconstruct:shovel:0","孔雀石 铲"
"tconstruct:shovel:0","殷钢 铲"
"tconstruct:shovel:0","耐酸铝 铲"
